date;user_id;route_id;grade;attempts;success;session_duration_min;is_attempts_null;is_duration_null;is_duration_outlier;attempts_imp;session_duration_imp;day;year;month_num;month_name;week_num;weekday_num;weekday_name
2025-02-24;100;6;6c;3,00;0;88,26;False;False;False;3,00;88,26;2025-02-24;2025;2;Feb;9;1;Monday
2025-01-28;53;23;6a;2,00;0;82,61;False;False;False;2,00;82,61;2025-01-28;2025;1;Jan;5;2;Tuesday
2025-01-25;23;3;5c;3,00;1;67,53;False;False;False;3,00;67,53;2025-01-25;2025;1;Jan;4;6;Saturday
2025-02-08;16;30;5a;4,00;1;101,58;False;False;False;4,00;101,58;2025-02-08;2025;2;Feb;6;6;Saturday
2025-02-02;57;17;7b;5,00;0;96,97;False;False;False;5,00;96,97;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-01;39;5;6a;5,00;0;;False;True;False;5,00;90,90;2025-01-01;2025;1;Jan;1;3;Wednesday
2025-02-26;53;30;6a;5,00;0;106,71;False;False;False;5,00;106,71;2025-02-26;2025;2;Feb;9;3;Wednesday
2025-01-27;42;28;5c;3,00;1;66,04;False;False;False;3,00;66,04;2025-01-27;2025;1;Jan;5;1;Monday
2025-02-26;58;12;6c;4,00;0;110,58;False;False;False;4,00;110,58;2025-02-26;2025;2;Feb;9;3;Wednesday
2025-02-21;39;18;6b;2,00;1;103,76;False;False;False;2,00;103,76;2025-02-21;2025;2;Feb;8;5;Friday
2025-01-13;14;14;6b;2,00;1;98,39;False;False;False;2,00;98,39;2025-01-13;2025;1;Jan;3;1;Monday
2025-02-10;95;21;6a;3,00;1;82,46;False;False;False;3,00;82,46;2025-02-10;2025;2;Feb;7;1;Monday
2025-01-03;5;24;7a;5,00;1;101,52;False;False;False;5,00;101,52;2025-01-03;2025;1;Jan;1;5;Friday
2025-02-08;35;11;7a;1,00;0;111,53;False;False;False;1,00;111,53;2025-02-08;2025;2;Feb;6;6;Saturday
2025-01-06;87;9;5c;3,00;1;101,85;False;False;False;3,00;101,85;2025-01-06;2025;1;Jan;2;1;Monday
2025-01-08;93;2;6b;;0;76,59;True;False;False;2,00;76,59;2025-01-08;2025;1;Jan;2;3;Wednesday
2025-01-27;75;12;6a;4,00;0;95,35;False;False;False;4,00;95,35;2025-01-27;2025;1;Jan;5;1;Monday
2025-01-09;18;3;6c;2,00;1;;False;True;False;2,00;93,00;2025-01-09;2025;1;Jan;2;4;Thursday
2025-02-06;76;3;6b;3,00;1;133,98;False;False;False;3,00;133,98;2025-02-06;2025;2;Feb;6;4;Thursday
2025-02-02;9;1;6a;3,00;1;85,90;False;False;False;3,00;85,90;2025-02-02;2025;2;Feb;5;7;Sunday
2025-02-20;74;8;6a;5,00;0;107,16;False;False;False;5,00;107,16;2025-02-20;2025;2;Feb;8;4;Thursday
2025-02-11;58;22;5a;5,00;0;112,69;False;False;False;5,00;112,69;2025-02-11;2025;2;Feb;7;2;Tuesday
2025-02-13;17;28;6c;1,00;1;73,75;False;False;False;1,00;73,75;2025-02-13;2025;2;Feb;7;4;Thursday
2025-01-24;7;29;5a;4,00;0;125,64;False;False;False;4,00;125,64;2025-01-24;2025;1;Jan;4;5;Friday
2025-01-15;46;8;5c;;1;68,70;True;False;False;3,00;68,70;2025-01-15;2025;1;Jan;3;3;Wednesday
2025-02-28;13;11;5a;5,00;1;106,18;False;False;False;5,00;106,18;2025-02-28;2025;2;Feb;9;5;Friday
2025-02-23;40;9;7b;2,00;1;96,11;False;False;False;2,00;96,11;2025-02-23;2025;2;Feb;8;7;Sunday
2025-02-01;42;5;5a;;0;91,11;True;False;False;3,00;91,11;2025-02-01;2025;2;Feb;5;6;Saturday
2025-02-01;9;14;7b;;1;140,94;True;False;True;3,00;140,94;2025-02-01;2025;2;Feb;5;6;Saturday
2025-01-24;50;28;6b;5,00;0;83,97;False;False;False;5,00;83,97;2025-01-24;2025;1;Jan;4;5;Friday
2025-02-10;27;30;7a;4,00;1;83,65;False;False;False;4,00;83,65;2025-02-10;2025;2;Feb;7;1;Monday
2025-02-21;66;3;6a;4,00;1;116,63;False;False;False;4,00;116,63;2025-02-21;2025;2;Feb;8;5;Friday
2025-02-18;5;21;7b;4,00;1;105,24;False;False;False;4,00;105,24;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-02-18;29;5;6c;4,00;0;115,64;False;False;False;4,00;115,64;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-02-27;37;5;5a;;1;92,34;True;False;False;3,00;92,34;2025-02-27;2025;2;Feb;9;4;Thursday
2025-02-21;38;19;7b;2,00;1;96,34;False;False;False;2,00;96,34;2025-02-21;2025;2;Feb;8;5;Friday
2025-01-12;83;27;6c;1,00;0;128,02;False;False;False;1,00;128,02;2025-01-12;2025;1;Jan;2;7;Sunday
2025-02-08;8;14;7a;3,00;0;73,28;False;False;False;3,00;73,28;2025-02-08;2025;2;Feb;6;6;Saturday
2025-01-02;65;26;7a;1,00;1;87,94;False;False;False;1,00;87,94;2025-01-02;2025;1;Jan;1;4;Thursday
2025-01-03;86;30;5a;4,00;1;105,97;False;False;False;4,00;105,97;2025-01-03;2025;1;Jan;1;5;Friday
2025-02-18;17;4;5c;2,00;1;86,08;False;False;False;2,00;86,08;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-02-06;71;25;5a;5,00;0;78,60;False;False;False;5,00;78,60;2025-02-06;2025;2;Feb;6;4;Thursday
2025-02-18;89;13;6b;2,00;0;102,37;False;False;False;2,00;102,37;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-02-25;45;10;7b;4,00;1;;False;True;False;4,00;91,62;2025-02-25;2025;2;Feb;9;2;Tuesday
2025-01-17;4;25;6a;2,00;0;87,18;False;False;False;2,00;87,18;2025-01-17;2025;1;Jan;3;5;Friday
2025-02-28;36;18;5c;2,00;1;86,63;False;False;False;2,00;86,63;2025-02-28;2025;2;Feb;9;5;Friday
2025-02-18;70;8;5a;4,00;1;77,05;False;False;False;4,00;77,05;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-01-02;31;8;6c;2,00;1;84,08;False;False;False;2,00;84,08;2025-01-02;2025;1;Jan;1;4;Thursday
2025-01-02;19;7;5c;3,00;1;111,67;False;False;False;3,00;111,67;2025-01-02;2025;1;Jan;1;4;Thursday
2025-01-28;61;8;7b;3,00;1;91,62;False;False;False;3,00;91,62;2025-01-28;2025;1;Jan;5;2;Tuesday
2025-02-23;54;14;5c;2,00;0;73,90;False;False;False;2,00;73,90;2025-02-23;2025;2;Feb;8;7;Sunday
2025-01-23;39;19;7b;5,00;1;95,25;False;False;False;5,00;95,25;2025-01-23;2025;1;Jan;4;4;Thursday
2025-02-06;91;29;5a;4,00;1;111,02;False;False;False;4,00;111,02;2025-02-06;2025;2;Feb;6;4;Thursday
2025-02-01;74;6;7b;3,00;1;78,76;False;False;False;3,00;78,76;2025-02-01;2025;2;Feb;5;6;Saturday
2025-02-02;90;1;5c;5,00;0;63,43;False;False;False;5,00;63,43;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-01;19;23;6c;2,00;1;133,82;False;False;False;2,00;133,82;2025-01-01;2025;1;Jan;1;3;Wednesday
2025-01-19;39;15;7a;5,00;0;62,43;False;False;False;5,00;62,43;2025-01-19;2025;1;Jan;3;7;Sunday
2025-01-02;67;1;5c;1,00;1;82,82;False;False;False;1,00;82,82;2025-01-02;2025;1;Jan;1;4;Thursday
2025-02-22;45;25;7b;3,00;1;94,64;False;False;False;3,00;94,64;2025-02-22;2025;2;Feb;8;6;Saturday
2025-02-13;13;17;7a;2,00;1;84,55;False;False;False;2,00;84,55;2025-02-13;2025;2;Feb;7;4;Thursday
2025-01-26;92;1;7b;4,00;0;88,50;False;False;False;4,00;88,50;2025-01-26;2025;1;Jan;4;7;Sunday
2025-02-01;58;15;6c;2,00;1;101,54;False;False;False;2,00;101,54;2025-02-01;2025;2;Feb;5;6;Saturday
2025-01-06;20;23;7b;4,00;1;42,17;False;False;False;4,00;42,17;2025-01-06;2025;1;Jan;2;1;Monday
2025-02-01;92;2;5a;2,00;0;64,66;False;False;False;2,00;64,66;2025-02-01;2025;2;Feb;5;6;Saturday
2025-02-24;72;14;6a;5,00;0;90,89;False;False;False;5,00;90,89;2025-02-24;2025;2;Feb;9;1;Monday
2025-01-04;61;21;5c;5,00;0;81,92;False;False;False;5,00;81,92;2025-01-04;2025;1;Jan;1;6;Saturday
2025-02-24;39;8;6a;5,00;0;92,59;False;False;False;5,00;92,59;2025-02-24;2025;2;Feb;9;1;Monday
2025-01-11;1;8;7b;1,00;1;;False;True;False;1,00;91,62;2025-01-11;2025;1;Jan;2;6;Saturday
2025-02-25;3;19;6c;4,00;1;47,68;False;False;False;4,00;47,68;2025-02-25;2025;2;Feb;9;2;Tuesday
2025-02-28;77;7;5c;5,00;1;115,47;False;False;False;5,00;115,47;2025-02-28;2025;2;Feb;9;5;Friday
2025-01-17;92;19;7b;1,00;0;80,03;False;False;False;1,00;80,03;2025-01-17;2025;1;Jan;3;5;Friday
2025-02-07;62;6;7a;4,00;0;72,69;False;False;False;4,00;72,69;2025-02-07;2025;2;Feb;6;5;Friday
2025-01-24;63;6;6b;2,00;1;94,17;False;False;False;2,00;94,17;2025-01-24;2025;1;Jan;4;5;Friday
2025-01-05;25;3;7b;1,00;0;92,14;False;False;False;1,00;92,14;2025-01-05;2025;1;Jan;1;7;Sunday
2025-02-21;56;7;6a;;1;113,93;True;False;False;3,00;113,93;2025-02-21;2025;2;Feb;8;5;Friday
2025-02-03;33;19;5c;1,00;1;95,44;False;False;False;1,00;95,44;2025-02-03;2025;2;Feb;6;1;Monday
2025-01-06;38;8;6a;1,00;1;113,16;False;False;False;1,00;113,16;2025-01-06;2025;1;Jan;2;1;Monday
2025-01-22;6;10;5c;4,00;1;71,24;False;False;False;4,00;71,24;2025-01-22;2025;1;Jan;4;3;Wednesday
2025-01-11;58;20;7b;2,00;0;92,84;False;False;False;2,00;92,84;2025-01-11;2025;1;Jan;2;6;Saturday
2025-02-17;44;15;5a;3,00;0;67,71;False;False;False;3,00;67,71;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-16;45;15;7a;;0;91,95;True;False;False;3,00;91,95;2025-01-16;2025;1;Jan;3;4;Thursday
2025-02-02;32;29;7b;5,00;1;87,71;False;False;False;5,00;87,71;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-09;45;1;6a;1,00;0;86,85;False;False;False;1,00;86,85;2025-01-09;2025;1;Jan;2;4;Thursday
2025-03-01;61;20;6b;4,00;0;;False;True;False;4,00;88,31;2025-03-01;2025;3;Mar;9;6;Saturday
2025-02-28;47;30;6b;4,00;1;104,73;False;False;False;4,00;104,73;2025-02-28;2025;2;Feb;9;5;Friday
2025-01-06;21;7;6c;5,00;0;57,85;False;False;False;5,00;57,85;2025-01-06;2025;1;Jan;2;1;Monday
2025-01-16;80;27;5c;3,00;0;72,00;False;False;False;3,00;72,00;2025-01-16;2025;1;Jan;3;4;Thursday
2025-01-29;85;4;6a;2,00;0;89,19;False;False;False;2,00;89,19;2025-01-29;2025;1;Jan;5;3;Wednesday
2025-01-03;75;29;6c;3,00;1;66,43;False;False;False;3,00;66,43;2025-01-03;2025;1;Jan;1;5;Friday
2025-01-20;36;6;6a;2,00;1;90,92;False;False;False;2,00;90,92;2025-01-20;2025;1;Jan;4;1;Monday
2025-03-01;99;25;5c;5,00;1;88,98;False;False;False;5,00;88,98;2025-03-01;2025;3;Mar;9;6;Saturday
2025-02-28;19;1;7b;2,00;0;61,92;False;False;False;2,00;61,92;2025-02-28;2025;2;Feb;9;5;Friday
2025-02-05;20;29;7b;4,00;1;60,94;False;False;False;4,00;60,94;2025-02-05;2025;2;Feb;6;3;Wednesday
2025-01-19;57;5;6b;1,00;1;37,52;False;False;True;1,00;37,52;2025-01-19;2025;1;Jan;3;7;Sunday
2025-01-26;18;27;7b;1,00;0;65,59;False;False;False;1,00;65,59;2025-01-26;2025;1;Jan;4;7;Sunday
2025-01-03;47;23;7b;5,00;1;90,29;False;False;False;5,00;90,29;2025-01-03;2025;1;Jan;1;5;Friday
2025-01-19;49;1;5a;4,00;0;93,12;False;False;False;4,00;93,12;2025-01-19;2025;1;Jan;3;7;Sunday
2025-01-20;14;30;6b;3,00;1;94,04;False;False;False;3,00;94,04;2025-01-20;2025;1;Jan;4;1;Monday
2025-02-01;15;4;6c;4,00;1;74,44;False;False;False;4,00;74,44;2025-02-01;2025;2;Feb;5;6;Saturday
2025-01-07;31;22;7a;1,00;0;89,63;False;False;False;1,00;89,63;2025-01-07;2025;1;Jan;2;2;Tuesday
2025-02-21;1;2;5a;1,00;1;97,94;False;False;False;1,00;97,94;2025-02-21;2025;2;Feb;8;5;Friday
2025-02-10;54;10;6c;4,00;1;64,64;False;False;False;4,00;64,64;2025-02-10;2025;2;Feb;7;1;Monday
2025-02-02;3;5;5c;4,00;1;92,47;False;False;False;4,00;92,47;2025-02-02;2025;2;Feb;5;7;Sunday
2025-02-09;16;27;5a;1,00;0;103,13;False;False;False;1,00;103,13;2025-02-09;2025;2;Feb;6;7;Sunday
2025-02-08;87;10;6c;3,00;0;80,18;False;False;False;3,00;80,18;2025-02-08;2025;2;Feb;6;6;Saturday
2025-01-18;57;1;5c;5,00;0;111,24;False;False;False;5,00;111,24;2025-01-18;2025;1;Jan;3;6;Saturday
2025-02-09;75;22;6b;5,00;1;80,65;False;False;False;5,00;80,65;2025-02-09;2025;2;Feb;6;7;Sunday
2025-01-01;12;6;7a;4,00;0;72,80;False;False;False;4,00;72,80;2025-01-01;2025;1;Jan;1;3;Wednesday
2025-01-11;74;13;5c;5,00;1;101,14;False;False;False;5,00;101,14;2025-01-11;2025;1;Jan;2;6;Saturday
2025-01-28;96;15;7b;1,00;1;130,67;False;False;False;1,00;130,67;2025-01-28;2025;1;Jan;5;2;Tuesday
2025-02-26;16;4;6a;1,00;0;91,71;False;False;False;1,00;91,71;2025-02-26;2025;2;Feb;9;3;Wednesday
2025-01-25;72;13;5c;4,00;1;102,70;False;False;False;4,00;102,70;2025-01-25;2025;1;Jan;4;6;Saturday
2025-02-19;76;24;5c;4,00;0;79,83;False;False;False;4,00;79,83;2025-02-19;2025;2;Feb;8;3;Wednesday
2025-01-23;24;20;7a;4,00;1;65,17;False;False;False;4,00;65,17;2025-01-23;2025;1;Jan;4;4;Thursday
2025-01-31;28;24;6a;3,00;1;93,33;False;False;False;3,00;93,33;2025-01-31;2025;1;Jan;5;5;Friday
2025-01-30;8;15;7b;5,00;0;96,49;False;False;False;5,00;96,49;2025-01-30;2025;1;Jan;5;4;Thursday
2025-02-11;92;29;6c;4,00;0;82,84;False;False;False;4,00;82,84;2025-02-11;2025;2;Feb;7;2;Tuesday
2025-02-04;36;8;6c;2,00;1;102,62;False;False;False;2,00;102,62;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-01-07;90;5;5c;2,00;1;76,92;False;False;False;2,00;76,92;2025-01-07;2025;1;Jan;2;2;Tuesday
2025-03-01;8;29;6a;1,00;1;;False;True;False;1,00;90,90;2025-03-01;2025;3;Mar;9;6;Saturday
2025-01-16;58;15;6a;5,00;1;111,21;False;False;False;5,00;111,21;2025-01-16;2025;1;Jan;3;4;Thursday
2025-01-26;60;4;7b;4,00;0;111,31;False;False;False;4,00;111,31;2025-01-26;2025;1;Jan;4;7;Sunday
2025-02-17;50;12;7a;2,00;0;77,31;False;False;False;2,00;77,31;2025-02-17;2025;2;Feb;8;1;Monday
2025-02-26;28;13;6b;5,00;0;124,38;False;False;False;5,00;124,38;2025-02-26;2025;2;Feb;9;3;Wednesday
2025-02-21;92;2;6c;1,00;1;84,26;False;False;False;1,00;84,26;2025-02-21;2025;2;Feb;8;5;Friday
2025-03-01;41;27;7a;3,00;1;91,70;False;False;False;3,00;91,70;2025-03-01;2025;3;Mar;9;6;Saturday
2025-02-18;100;19;5a;5,00;1;88,31;False;False;False;5,00;88,31;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-01-02;64;19;6c;5,00;0;100,48;False;False;False;5,00;100,48;2025-01-02;2025;1;Jan;1;4;Thursday
2025-01-01;27;4;7a;3,00;1;95,43;False;False;False;3,00;95,43;2025-01-01;2025;1;Jan;1;3;Wednesday
2025-02-17;63;4;6c;5,00;1;95,16;False;False;False;5,00;95,16;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-12;17;26;6b;1,00;1;69,61;False;False;False;1,00;69,61;2025-01-12;2025;1;Jan;2;7;Sunday
2025-01-05;73;11;5a;1,00;1;56,23;False;False;False;1,00;56,23;2025-01-05;2025;1;Jan;1;7;Sunday
2025-02-06;33;27;6b;3,00;0;112,84;False;False;False;3,00;112,84;2025-02-06;2025;2;Feb;6;4;Thursday
2025-02-01;84;5;7b;4,00;0;79,09;False;False;False;4,00;79,09;2025-02-01;2025;2;Feb;5;6;Saturday
2025-02-28;77;20;5a;2,00;1;89,02;False;False;False;2,00;89,02;2025-02-28;2025;2;Feb;9;5;Friday
2025-02-24;92;11;5c;4,00;1;96,54;False;False;False;4,00;96,54;2025-02-24;2025;2;Feb;9;1;Monday
2025-01-09;29;30;7a;5,00;0;122,58;False;False;False;5,00;122,58;2025-01-09;2025;1;Jan;2;4;Thursday
2025-02-10;13;10;5a;2,00;1;93,23;False;False;False;2,00;93,23;2025-02-10;2025;2;Feb;7;1;Monday
2025-02-04;46;8;7b;;1;82,10;True;False;False;3,00;82,10;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-01-19;35;6;7b;3,00;1;79,53;False;False;False;3,00;79,53;2025-01-19;2025;1;Jan;3;7;Sunday
2025-02-17;6;6;6b;2,00;1;89,25;False;False;False;2,00;89,25;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-16;82;8;6c;1,00;0;71,81;False;False;False;1,00;71,81;2025-01-16;2025;1;Jan;3;4;Thursday
2025-01-03;69;23;5a;2,00;1;90,58;False;False;False;2,00;90,58;2025-01-03;2025;1;Jan;1;5;Friday
2025-01-20;47;15;7a;;1;88,96;True;False;False;3,00;88,96;2025-01-20;2025;1;Jan;4;1;Monday
2025-01-24;25;26;5a;1,00;1;122,83;False;False;False;1,00;122,83;2025-01-24;2025;1;Jan;4;5;Friday
2025-02-23;66;14;6a;3,00;1;88,33;False;False;False;3,00;88,33;2025-02-23;2025;2;Feb;8;7;Sunday
2025-02-25;10;11;6c;2,00;1;;False;True;False;2,00;93,00;2025-02-25;2025;2;Feb;9;2;Tuesday
2025-02-02;56;12;7a;4,00;0;143,47;False;False;True;4,00;143,47;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-24;30;26;7a;4,00;1;109,14;False;False;False;4,00;109,14;2025-01-24;2025;1;Jan;4;5;Friday
2025-02-21;5;13;5c;5,00;1;131,65;False;False;False;5,00;131,65;2025-02-21;2025;2;Feb;8;5;Friday
2025-01-11;33;8;6b;4,00;1;66,85;False;False;False;4,00;66,85;2025-01-11;2025;1;Jan;2;6;Saturday
2025-02-18;65;30;5c;2,00;1;85,56;False;False;False;2,00;85,56;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-01-08;18;18;7a;2,00;1;103,49;False;False;False;2,00;103,49;2025-01-08;2025;1;Jan;2;3;Wednesday
2025-02-05;96;25;6c;4,00;1;100,73;False;False;False;4,00;100,73;2025-02-05;2025;2;Feb;6;3;Wednesday
2025-02-07;49;1;5a;2,00;1;96,14;False;False;False;2,00;96,14;2025-02-07;2025;2;Feb;6;5;Friday
2025-02-09;11;15;5a;5,00;0;46,01;False;False;False;5,00;46,01;2025-02-09;2025;2;Feb;6;7;Sunday
2025-01-20;85;8;6c;1,00;0;55,75;False;False;False;1,00;55,75;2025-01-20;2025;1;Jan;4;1;Monday
2025-02-04;26;28;7a;5,00;1;120,35;False;False;False;5,00;120,35;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-02-17;63;11;7b;5,00;1;123,91;False;False;False;5,00;123,91;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-25;89;12;5a;2,00;0;87,87;False;False;False;2,00;87,87;2025-01-25;2025;1;Jan;4;6;Saturday
2025-02-04;86;12;7b;1,00;0;117,81;False;False;False;1,00;117,81;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-01-25;59;4;5a;2,00;1;69,54;False;False;False;2,00;69,54;2025-01-25;2025;1;Jan;4;6;Saturday
2025-01-29;27;16;5a;3,00;0;74,11;False;False;False;3,00;74,11;2025-01-29;2025;1;Jan;5;3;Wednesday
2025-01-18;49;4;6b;2,00;0;67,95;False;False;False;2,00;67,95;2025-01-18;2025;1;Jan;3;6;Saturday
2025-02-15;77;5;6b;;0;73,00;True;False;False;2,00;73,00;2025-02-15;2025;2;Feb;7;6;Saturday
2025-01-18;33;24;6a;2,00;0;104,45;False;False;False;2,00;104,45;2025-01-18;2025;1;Jan;3;6;Saturday
2025-01-02;98;5;5c;1,00;0;72,75;False;False;False;1,00;72,75;2025-01-02;2025;1;Jan;1;4;Thursday
2025-02-23;99;8;6c;2,00;0;134,79;False;False;False;2,00;134,79;2025-02-23;2025;2;Feb;8;7;Sunday
2025-02-04;1;10;6c;1,00;1;99,20;False;False;False;1,00;99,20;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-01-16;21;17;6c;4,00;1;111,69;False;False;False;4,00;111,69;2025-01-16;2025;1;Jan;3;4;Thursday
2025-02-10;55;28;6a;3,00;1;99,80;False;False;False;3,00;99,80;2025-02-10;2025;2;Feb;7;1;Monday
2025-02-05;6;26;6b;1,00;1;114,29;False;False;False;1,00;114,29;2025-02-05;2025;2;Feb;6;3;Wednesday
2025-02-02;92;9;7a;4,00;0;72,64;False;False;False;4,00;72,64;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-04;81;22;7b;1,00;0;118,94;False;False;False;1,00;118,94;2025-01-04;2025;1;Jan;1;6;Saturday
2025-02-02;69;19;7b;1,00;1;92,82;False;False;False;1,00;92,82;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-14;95;29;7a;3,00;0;114,19;False;False;False;3,00;114,19;2025-01-14;2025;1;Jan;3;2;Tuesday
2025-01-21;5;14;6a;5,00;1;61,21;False;False;False;5,00;61,21;2025-01-21;2025;1;Jan;4;2;Tuesday
2025-02-17;3;8;7a;5,00;1;93,61;False;False;False;5,00;93,61;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-20;53;9;6c;1,00;1;92,90;False;False;False;1,00;92,90;2025-01-20;2025;1;Jan;4;1;Monday
2025-02-25;23;22;5c;;0;77,62;True;False;False;3,00;77,62;2025-02-25;2025;2;Feb;9;2;Tuesday
2025-01-08;53;11;5a;4,00;0;96,26;False;False;False;4,00;96,26;2025-01-08;2025;1;Jan;2;3;Wednesday
2025-01-07;37;23;7b;2,00;1;120,79;False;False;False;2,00;120,79;2025-01-07;2025;1;Jan;2;2;Tuesday
2025-01-03;74;1;6b;2,00;0;76,08;False;False;False;2,00;76,08;2025-01-03;2025;1;Jan;1;5;Friday
2025-01-17;74;14;6b;1,00;1;;False;True;False;1,00;88,31;2025-01-17;2025;1;Jan;3;5;Friday
2025-02-02;83;5;6a;;1;67,45;True;False;False;3,00;67,45;2025-02-02;2025;2;Feb;5;7;Sunday
2025-02-17;17;21;6b;1,00;1;132,19;False;False;False;1,00;132,19;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-12;85;26;6c;1,00;0;105,69;False;False;False;1,00;105,69;2025-01-12;2025;1;Jan;2;7;Sunday
2025-02-28;78;14;7b;5,00;1;124,50;False;False;False;5,00;124,50;2025-02-28;2025;2;Feb;9;5;Friday
2025-02-20;73;4;7a;1,00;1;103,44;False;False;False;1,00;103,44;2025-02-20;2025;2;Feb;8;4;Thursday
2025-01-22;1;22;6c;5,00;0;97,81;False;False;False;5,00;97,81;2025-01-22;2025;1;Jan;4;3;Wednesday
2025-02-24;51;23;6a;5,00;0;;False;True;False;5,00;90,90;2025-02-24;2025;2;Feb;9;1;Monday
2025-01-22;45;25;6c;1,00;1;87,27;False;False;False;1,00;87,27;2025-01-22;2025;1;Jan;4;3;Wednesday
2025-02-15;77;1;7a;3,00;0;57,64;False;False;False;3,00;57,64;2025-02-15;2025;2;Feb;7;6;Saturday
2025-01-30;4;22;5c;4,00;0;98,95;False;False;False;4,00;98,95;2025-01-30;2025;1;Jan;5;4;Thursday
2025-02-07;62;23;6a;2,00;0;74,89;False;False;False;2,00;74,89;2025-02-07;2025;2;Feb;6;5;Friday
2025-02-07;65;19;5c;5,00;1;67,97;False;False;False;5,00;67,97;2025-02-07;2025;2;Feb;6;5;Friday
2025-02-14;32;8;5a;4,00;1;102,73;False;False;False;4,00;102,73;2025-02-14;2025;2;Feb;7;5;Friday
2025-02-20;34;15;5c;3,00;1;84,42;False;False;False;3,00;84,42;2025-02-20;2025;2;Feb;8;4;Thursday
2025-02-23;92;21;5a;2,00;0;110,55;False;False;False;2,00;110,55;2025-02-23;2025;2;Feb;8;7;Sunday
2025-01-08;95;15;5a;2,00;0;74,22;False;False;False;2,00;74,22;2025-01-08;2025;1;Jan;2;3;Wednesday
2025-01-27;72;9;5c;5,00;1;80,58;False;False;False;5,00;80,58;2025-01-27;2025;1;Jan;5;1;Monday
2025-01-27;39;21;6a;1,00;1;113,01;False;False;False;1,00;113,01;2025-01-27;2025;1;Jan;5;1;Monday
2025-02-03;26;9;7a;3,00;0;95,60;False;False;False;3,00;95,60;2025-02-03;2025;2;Feb;6;1;Monday
2025-01-21;34;10;6c;5,00;1;60,45;False;False;False;5,00;60,45;2025-01-21;2025;1;Jan;4;2;Tuesday
2025-01-30;54;20;6c;3,00;1;95,16;False;False;False;3,00;95,16;2025-01-30;2025;1;Jan;5;4;Thursday
2025-02-02;3;25;7a;1,00;1;119,62;False;False;False;1,00;119,62;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-28;50;21;7b;1,00;1;80,43;False;False;False;1,00;80,43;2025-01-28;2025;1;Jan;5;2;Tuesday
2025-02-16;12;26;7b;5,00;1;101,96;False;False;False;5,00;101,96;2025-02-16;2025;2;Feb;7;7;Sunday
2025-02-02;65;9;5a;1,00;0;73,01;False;False;False;1,00;73,01;2025-02-02;2025;2;Feb;5;7;Sunday
2025-01-05;54;3;5a;4,00;1;87,26;False;False;False;4,00;87,26;2025-01-05;2025;1;Jan;1;7;Sunday
2025-03-01;5;20;6a;2,00;1;111,80;False;False;False;2,00;111,80;2025-03-01;2025;3;Mar;9;6;Saturday
2025-02-17;94;25;6b;5,00;0;94,38;False;False;False;5,00;94,38;2025-02-17;2025;2;Feb;8;1;Monday
2025-01-19;94;26;5c;3,00;1;115,79;False;False;False;3,00;115,79;2025-01-19;2025;1;Jan;3;7;Sunday
2025-01-04;57;11;5a;4,00;1;98,51;False;False;False;4,00;98,51;2025-01-04;2025;1;Jan;1;6;Saturday
2025-02-04;17;6;6c;5,00;1;134,37;False;False;False;5,00;134,37;2025-02-04;2025;2;Feb;6;2;Tuesday
2025-02-18;47;2;6a;1,00;1;58,70;False;False;False;1,00;58,70;2025-02-18;2025;2;Feb;8;2;Tuesday
2025-01-17;23;7;5c;1,00;1;85,66;False;False;False;1,00;85,66;2025-01-17;2025;1;Jan;3;5;Friday
2025-02-13;79;18;6a;1,00;1;68,31;False;False;False;1,00;68,31;2025-02-13;2025;2;Feb;7;4;Thursday
2025-01-28;85;27;5c;1,00;0;69,68;False;False;False;1,00;69,68;2025-01-28;2025;1;Jan;5;2;Tuesday
2025-01-30;14;2;5c;3,00;1;69,86;False;False;False;3,00;69,86;2025-01-30;2025;1;Jan;5;4;Thursday
2025-01-29;66;27;7a;4,00;0;93,35;False;False;False;4,00;93,35;2025-01-29;2025;1;Jan;5;3;Wednesday
